OBJECTID,PARK_NUMBER,PARK_NAME,SAP_ASSET_ID,HOUSE_NUMBER,STREET_ADDRESS,SUBURB,POST_CODE,LONG,LAT,SHAPE_Length,SHAPE_Area
1158,D2054,ALEXANDER MACPHERSON PARK,B-RE-0049,80,JESSICA CRESCENT,NUDGEE,4014,153.088156014996,-27.372138164518,1057.94564235543,26415.6661311052
1159,D2056,CHARLOTTE STREET PARK,B-RE-0051,35,CHARLOTTE STREET,CARINA,4152,153.107585709297,-27.4888177820535,105.571145169876,722.119066761891
1160,D2057,KATE STREET PARK,B-RE-0052,146,KATE STREET,CARINA,4152,153.107553029103,-27.4892422082082,116.428321680143,839.544169298107
1161,D2059,WELLINGTON ROAD PARK EAST,B-RE-0054,247A,WELLINGTON ROAD,EAST BRISBANE,4169,153.042365734993,-27.4768662658092,253.598628753369,767.662610440519
1162,D2060,SWEETAPPLE PLACE PARK,B-RE-0055,20,BURNETT STREET,MANLY WEST,4179,153.156511592678,-27.473205469754,581.902520108258,13650.4165091445
1163,D2061,HARGREAVES ROAD PARK,B-RE-0056,10,BURNETT STREET,MANLY WEST,4179,153.155327213749,-27.4740123795929,239.071604223053,3395.60662803894
1164,D2062,DESOTO PLACE PARK,B-RE-0057,26,CARISBROOK CIRCUIT,FOREST LAKE,4078,152.961640950162,-27.6267758227017,601.994305588016,13855.4600301281
1165,D2063,CARISBROOK CIRCUIT PARK,B-RE-0320,46,CARISBROOK CIRCUIT,FOREST LAKE,4078,152.963297941203,-27.627224295797,137.552033071142,1158.45156931633
1166,D2064,WALLUM DRIVE PARK,B-RE-0319,30,WALLUM DRIVE,PARKINSON,4115,153.02752108256,-27.6398884585515,1112.31435452239,29603.0634812128
1167,D2065,DALEWOOD PLACE PARK,B-RE-0318,28,DALEWOOD PLACE,MOGGILL,4070,152.884065205099,-27.5722002995722,782.295198775109,14698.158366861
1168,D2066,PARER PLACE,B-RE-0317,3,GONA PARADE,KELVIN GROVE,4059,153.013127501432,-27.4549144780492,203.975304310502,2240.2901281583
1169,D2067,CHAUVEL PLACE,B-RE-0316,25,GONA PARADE,KELVIN GROVE,4059,153.01404048187,-27.4565204945004,189.789712836801,1754.21251134996
1170,D2068,KUNDU PARK,B-RE-0315,48,BLAMEY STREET,KELVIN GROVE,4059,153.0149983711,-27.4530609214174,213.312589520894,2933.22213126221
1171,D2069,YARRA ROAD PARK,B-RE-0314,44,YARRA ROAD,WAKERLEY,4154,153.155926950739,-27.4806505046312,328.775467794165,5058.92525285212
1172,D2070,MOSSVALE DRIVE PARK,B-RE-0313,10,MOSSVALE DRIVE,WAKERLEY,4154,153.158019972621,-27.4808500533869,247.595598148459,3285.14026820057
1173,D2071,ARMISFIELD STREET PARK,B-RE-2702,110,BROOKSIDE STREET,DOOLANDELLA,4077,152.993996539577,-27.6101013906815,3656.16914823317,349718.901824743
1174,D2072,CALAMVALE DISTRICT PARK,B-RE-0312,31,FORMBY STREET,CALAMVALE,4116,153.038091963995,-27.6212412879418,2272.30899097963,138613.046405782
1175,D2073,ASTON STREET PARK,B-RE-0311,62,ASTON STREET,TOOWONG,4066,152.989816789504,-27.4899970186245,61.3300360159621,188.350599297791
1176,D2074,MT TAMBORINE AVENUE PARK,B-RE-0310,8,MT TAMBORINE AVENUE,ALGESTER,4115,153.038823211,-27.6037563419999,288.484488492739,2227.21714708369
1177,D2075,PARAGON STREET PARK,B-RE-0100,53A,PARAGON STREET,YERONGA,4104,153.010946387798,-27.5216304680789,247.930067930481,996.409732871443
1178,D2076,MOLLE ROAD PARK,B-RE-0099,173,MOLLE ROAD,RANSOME,4154,153.184669269436,-27.4972786202052,852.616880034831,36826.4662448712
1179,D2077,KAOHSIUNG PARK,B-RE-0098,26,HIGHVALE STREET,EIGHT MILE PLAINS,4113,153.080759948896,-27.5835340957199,534.096269416486,10954.7445093361
1180,D2078,EUCALYPT PLACE PARK,B-RE-0097,21,EUCALYPT PLACE,BRACKEN RIDGE,4017,153.016425932845,-27.3242579547237,1088.96507427797,22333.5543940925
1181,D2079,TILLEY ROAD (NO. 73) PARK,B-RE-0096,73,TILLEY ROAD,WAKERLEY,4154,153.163365302627,-27.4815046918917,1429.64950461978,69217.1497459782
1182,D2080,DREWVALE BUSHLANDS (TRINITY WAY SECTION),B-RE-2703,65,TRINITY WAY,DREWVALE,4116,153.046989334482,-27.6543201320119,2274.16584590264,117837.884027061
1183,D2081,SANDMERE ROAD PARK,B-RE-0095,185,SANDMERE ROAD,PINKENBA,4008,153.150115889099,-27.3837438789418,4220.26020097531,322420.400250983
1184,D2082,GHOSTGUM CLOSE PARK,B-RE-0094,8,GHOSTGUM CLOSE,TAIGUM,4018,153.046076738912,-27.3381005744923,276.196104705254,3852.3198714593
1185,D2083,SUNSET PLACE PARK,B-RE-0093,19,SUNSET PLACE,MCDOWALL,4053,152.983688263736,-27.381480946433,355.544018697361,5594.23463921756
1186,D2084,JUBILEE AVENUE PARK (NO. 2),B-RE-0092,108,JUBILEE AVENUE,FOREST LAKE,4078,152.950391255616,-27.6302266307326,987.499643095305,14603.7242400995
1187,D2085,SANDS PLACE PARK,B-RE-0091,15,SANDS PLACE,CHAPEL HILL,4069,152.946712438,-27.495038429,282.083175979464,1012.34919614697
1188,D2086,DALKEITH PARK,B-RE-2705,98,KENT ROAD,KALINGA,4030,153.042627275526,-27.4135008451764,236.683343843333,2825.44337196126
1189,D2087,BILL HEWITT RESERVE,B-RE-2713,147,SAMUEL STREET,CAMP HILL,4152,153.083846289673,-27.5034715599599,880.122074941312,48595.6772111392
1190,D2088,SANCTUARY PLACE PARK,B-RE-0090,28,SANCTUARY PLACE,FIG TREE POCKET,4069,152.966629538658,-27.5284071110957,910.682381811409,15263.1312383016
1191,D2089,DREVESEN PARK,B-RE-0089,352,UPPER ESPLANADE,MANLY,4179,153.186407091538,-27.4468737809535,520.699690832217,14155.7434575961
1192,D2091,WELSBY STREET PARK,B-RE-0088,85,WELSBY STREET,NEW FARM,4005,153.05096270086,-27.4646871125658,376.941066215718,3583.5349908703
1193,D2092,DELATHIN ROAD PARK,B-RE-0087,44,DELATHIN ROAD,ALGESTER,4115,153.039999405193,-27.600377895833,317.288619961111,4136.56673853083
1194,D2093,DUNPHY STREET PARK,B-RE-0086,10,DUNPHY STREET,SUNNYBANK HILLS,4109,153.058154202834,-27.5917359722642,373.112248458896,5137.97791247937
1195,D2094,NICOLE STREET PARK,B-RE-0085,22,NICOLE STREET,BRACKEN RIDGE,4017,153.024296899558,-27.3230807699228,210.030051138255,2680.10411368858
1196,D2095,WAGTAIL STREET PARK,B-RE-2715,30,WAGTAIL STREET,UPPER KEDRON,4055,152.922418748402,-27.4207709993098,506.934267555831,5502.82567467875
1197,D2096,WALLABY PARADE PARK,B-RE-2716,40,WALLABY PARADE,ROCHEDALE,4123,153.115036036017,-27.563855980726,1238.7226390121,30478.7316862468
1198,D2097,PALLARA DISTRICT SPORTS PARK,B-RE-2717,45,VAN DIEREN ROAD,PALLARA,4110,152.998066478519,-27.6243008931234,1606.38167570625,96717.7663150102
1199,D2098,RICKERTT ROAD  PARK (NO. 277),B-RE-0084,277,RICKERTT ROAD,RANSOME,4154,153.184787663568,-27.4887400397918,931.095660205491,19261.8831567885
1200,D2099,CHANGING MOUNTAIN BUSHLAND,B-RE-0083,384,LAKE MANCHESTER ROAD,KHOLO,4306,152.789193961975,-27.5120061502883,16028.3838789684,5631015.57266462
1201,D2101,ADA STREET PARK,B-RE-0082,31,ADA STREET,TOOWONG,4066,152.977872475829,-27.4740992317871,615.516162079658,11698.4033341251
1202,D2102,JUBILEE AVENUE PARK (NO. 140),B-RE-0081,140,JUBILEE AVENUE,FOREST LAKE,4078,152.953190635142,-27.6303703250342,299.194454404813,1664.89906434155
1203,D2103,BRYDON STREET PARK,B-RE-0080,19,BRYDON STREET,HIGHGATE HILL,4101,153.01596155523,-27.4887803672881,390.3567300443,4765.61848978527
1204,D2104,CARAWA STREET PARK,B-RE-0079,5,CARAWA STREET,ST LUCIA,4067,152.990865838255,-27.5031903932501,539.924433065063,12401.8188935465
1205,D2105,GARDENS DRIVE PARK (NO. 15),B-RE-0203,65,GARDENS DRIVE,WILLAWONG,4110,153.027230997,-27.607175398,2096.66060524109,60733.4753789481
1206,D2106,GARDENS DRIVE PARK (NO. 14),B-RE-0327,14,GARDENS DRIVE,WILLAWONG,4110,153.028196510814,-27.603433085892,391.091475100916,5245.4464352538
1207,D2107,PATRICK LANE PARK,B-RE-0326,32,PATRICK LANE,TOOWONG,4066,152.996308473965,-27.4791672259545,129.683250246595,517.185073413742
1208,D2108,REYNOLDS STREET PARK,B-RE-0325,14,WRIGHT STREET,CARINDALE,4152,153.122219182977,-27.5003481917145,795.339231913545,20962.6543941591
1209,D2109,BRIDGEWATER PLACE PARK,B-RE-0324,16,BROOKSIDE PLACE,LOTA,4179,153.183116623265,-27.4663202635788,352.238203088595,4758.6082047301
1210,D2110,BROOKSIDE PLACE (NO. 34) PARK,B-RE-0323,34,BROOKSIDE PLACE,LOTA,4179,153.184679612559,-27.4653087295866,690.485655551157,15544.5628942378
1211,D2111,GOLDEN PLACE PARK,B-RE-0322,33,BROOKSIDE PLACE,LOTA,4179,153.185412172678,-27.4662110707048,128.528101936128,971.665476057721
1212,D2112,BEDGOOD PARK,B-RE-0321,5,ISAAC STREET,MILTON,4064,153.00530399237,-27.4625333893049,155.944250656782,1559.79130532296
1213,D2113,BALMORAL SPORTS PARK,B-RE-2719,38,BEELARONG STREET,BALMORAL,4170,153.073631685743,-27.458600727518,580.957794544828,21065.5550093879
1214,D2114,ZILLMERE ROAD (NO. 605) PARK,B-RE-0309,605,ZILLMERE ROAD,ZILLMERE,4034,153.028869824546,-27.3544191927939,2384.45710263912,48187.8717511761
1215,D2115,FERNWOOD PLACE PARK,B-RE-0308,19,FERNWOOD PLACE,TAIGUM,4018,153.044108869535,-27.3479132580592,1435.98908273916,40199.4777944017
1216,D2116,GARDENS DRIVE (NO. 78) PARK,B-RE-0307,78,GARDENS DRIVE,WILLAWONG,4110,153.030843040553,-27.6063865930292,198.924409977365,1243.64236358293
1217,D2117,GARDENS DRIVE (NO. 54) PARK,B-RE-0306,54,GARDENS DRIVE,WILLAWONG,4110,153.031534039653,-27.6035293282025,1468.01920398529,49443.2249821753
1218,D2118,CAPTAIN DOUG HISLOP PARK,B-RE-0305,69,METROPLEX AVENUE,MURARRIE,4172,153.09854038,-27.448809711,1193.32518567532,14342.4362279911
1219,D2119,CATALINA CIRCUIT PARK,B-RE-0304,3,CATALINA CIRCUIT,FOREST LAKE,4078,152.964988554081,-27.6268538097339,459.088262450384,7511.53571341026
1220,D2120,JOSEPH AVENUE PARK,B-RE-0303,107,JOSEPH AVENUE,MOGGILL,4070,152.89017480459,-27.5723912735104,699.036441994149,18437.6930528797
1221,D2121,MILES PLATTING ROAD (NO. 234) PARK,B-RE-0302,234,MILES PLATTING ROAD,ROCHEDALE,4123,153.105367579289,-27.5764115182869,449.419897950651,4651.41120454525
1222,D2122,MILES PLATTING ROAD (NO. 246-258) PARK,B-RE-0301,246,MILES PLATTING ROAD,ROCHEDALE,4123,153.106572701119,-27.5723498016488,1030.90559496456,19048.3880772559
1223,D2123,PRITCHARD STREET PARK,B-RE-0300,158,PRITCHARD STREET,LYTTON,4178,153.156360801611,-27.4258906508007,1610.12786705432,60043.392932862
1224,D2124,LAGUNA PLACE PARK,B-RE-0299,15,LAGUNA PLACE,BRIDGEMAN DOWNS,4035,153.006285128824,-27.3321362823178,834.274373896578,18570.3690097635
1225,D2125,HAWTHORN AVENUE PARK,B-RE-0298,113,THE PARKWAY,STRETTON,4116,153.061631482552,-27.6276024734794,257.374761719373,3840.41005662671
1226,D2126,VANWALL ROAD PARK,B-RE-0297,35,VANWALL ROAD,MOGGILL,4070,152.893646345163,-27.5718817749696,293.977954083804,5635.42793600623
1227,D2127,MALAGA STREET PARK,B-RE-0296,71,MALAGA STREET,MCDOWALL,4053,152.987213839533,-27.3897284807795,191.248801528711,1032.35618597631
1228,D2128,WATERLINE CRESCENT PARK,B-RE-0295,81,WATERLINE CRESCENT,BULIMBA,4171,153.055651666483,-27.4560047582551,220.554076291218,3193.43059254627
1229,D2129,MILTON URBAN COMMON,B-RE-2720,1,MANNING STREET,MILTON,4064,153.004944562833,-27.4698396380722,142.073923917418,1234.35779122754
1230,D2130,PRIVATE ANDREW CLARK MEMORIAL PARK (ROAD RESERVE),B-RE-0294,,ANDREW AVENUE,TARRAGINDI,4121,153.040261996887,-27.526687183352,143.055135146626,821.961721436357
1231,D2131,LAGOON CRESCENT PARK,B-RE-0293,75A,LAGOON CRESCENT,BELLBOWRIE,4070,152.872230509013,-27.558160413112,175.837304751366,1821.46290502499
1232,D2132,YAGGERA PLACE PARK,B-RE-0292,45,YAGGERA PLACE,BELLBOWRIE,4070,152.874928420033,-27.5559740686285,431.811882511322,6799.81599027681
1233,D2133,KANGAROO GULLY PARK (NO. 202),B-RE-0291,202,KANGAROO GULLY ROAD,BELLBOWRIE,4070,152.875173571065,-27.5605300220691,561.685802584771,2440.37970659403
1234,D2134,DIANA PLACE PARK,B-RE-0290,23,DIANA PLACE,MANLY WEST,4179,153.155371655502,-27.4726248223245,125.881567753235,671.628076332406
1235,D2135,PAYNE ROAD PARK (NO. 599),B-RE-0289,599A,PAYNE ROAD,THE GAP,4061,152.930452426229,-27.4486155495718,603.020446057389,7584.80358434967
1236,D2136,FANNINGS CORNER,B-RE-0288,118,PAYNE ROAD,THE GAP,4061,152.954313733492,-27.4493857543368,78.9123327755869,407.853969968502
1237,D2137,CHERBON STREET BUSHLAND PARK,B-RE-2721,81,CHERBON STREET,BURBANK,4155,153.179003533942,-27.5543895984666,1277.26710394402,101990.320736995
1238,D2138,WHITMORE STREET PARK,B-RE-0287,14,WHITMORE STREET,TARINGA,4068,152.987426789714,-27.4910434745913,202.852494678167,2085.11460593763
1239,D2139,MILMAN STREET PARK,B-RE-0119,60,MILMAN STREET,CLAYFIELD,4011,153.053252711361,-27.4122008051872,1340.98716337863,12821.8536590224
1240,D2141,HINCHINBROOK CIRCUIT PARK,B-RE-0117,58,HINCHINBROOK CIRCUIT,FOREST LAKE,4078,152.977761105,-27.6347641679999,5447.84642491841,275045.688989498
1241,D2142,JACK KERR COURT PARK,B-RE-0116,59,JACK KERR COURT,MOUNT CROSBY,4306,152.823177016095,-27.5140096465571,623.660376257742,16404.3914742407
1242,D2143,HIGHLANDS DRIVE PARK,B-RE-0115,25,HIGHLANDS DRIVE,CALAMVALE,4116,153.046597316687,-27.6108643457825,1198.05373022157,84049.4368041781
1243,D2144,TILLEY ROAD PARK (NO. 727),B-RE-0114,727,TILLEY ROAD,CHANDLER,4155,153.148399524003,-27.5175891953665,3611.62830849747,387944.344499564
1244,D2145,GYMPIE ROAD  PARK (NO. 1),B-RE-0113,15B,PARK TERRACE,KEDRON,4031,153.035858990251,-27.4133316887165,527.289906980066,6720.07742213663
1245,D2146,PICKERING PLACE PARK,B-RE-0112,7,PICKERING PLACE,UPPER KEDRON,4055,152.920968485058,-27.4157721466732,165.971215641704,1909.86324224713
1246,D2147,WATHEROO PLACE PARK,B-RE-0111,20,WATHEROO PLACE,PARKINSON,4115,153.01844884664,-27.6411490743002,288.677815580461,5004.18274734614
1247,D2148,BARWIN STREET PARK,B-RE-0110,10,BARWIN STREET,WAKERLEY,4154,153.156140272078,-27.4825096807123,244.163547662362,3989.20278650604
1248,D2149,TRISTANIA WAY PARK (NO. 99),B-RE-0109,99,TRISTANIA WAY,MOUNT GRAVATT EAST,4122,153.093369056785,-27.5245657139483,394.888026604426,7162.68947575565
1249,D2150,REDWAY STREET PARK,B-RE-0108,36,REDWAY STREET,NUDGEE,4014,153.086528677483,-27.3732736697363,392.009889148607,9444.6956195839
1250,D2151,OLD NORTHERN ROAD PARK (NO. 128),B-RE-0107,128,OLD NORTHERN ROAD,EVERTON PARK,4053,152.984872096919,-27.393633143209,341.887445082049,6662.99699059152
1251,D2152,HOWARD SMITH WHARF PRECINCT,B-RE-0106,3,BOUNDARY STREET,BRISBANE CITY,4000,153.036789689,-27.46222562,1318.60659890043,34607.6781709092
1252,D2153,ROME STREET SOUTH PARK (ROAD RESERVE),B-RE-0105,,ROME STREET,YERONGA,4104,153.009092563973,-27.5156996221552,156.31704710295,1165.18291651559
1253,D2154,ALPHITONIA STREET PARK,B-RE-0104,20,ALPHITONIA STREET,SEVENTEEN MILE ROCKS,4073,152.956905501752,-27.5530457790972,294.396678721128,4542.85474190965
1254,D2155,STUART STREET PARK,B-RE-0103,77,STUART STREET,BULIMBA,4171,153.057363835997,-27.454509781019,221.953199455053,1249.70626297431
1255,D2156,LOVE STREET PARK,B-RE-0102,76,LOVE STREET,BULIMBA,4171,153.055504703853,-27.4542835688923,243.87212388103,1752.2312445894
1256,D2157,WOODLARK CRESCENT PARK,B-RE-0101,16,WOODLARK CRESCENT,PARKINSON,4115,153.044574274536,-27.6317063828261,326.71086591853,5756.99319852185
1257,D2158,MACARANGA CRESCENT PARK,B-RE-0217,88,MACARANGA CRESCENT,CARSELDINE,4034,153.013143794769,-27.3397742503942,3331.81429313475,182306.669508095
1258,D2159,FORMATION STREET PARK (ROAD RESERVE),B-RE-0216,,FORMATION STREET,WACOL,4076,152.927150719615,-27.6030483675521,193.245532379678,1067.96046435928
1259,D2160,NEWCASTLE STREET PARK (ROAD RESERVE),B-RE-0215,,NEWCASTLE STREET,FAIRFIELD,4103,153.020647348345,-27.5042833033627,77.5318428689857,369.502482434094
1260,D2161,YERONGA STREET PARK (ROAD RESERVE),B-RE-0214,,YERONGA STREET,YERONGA,4104,153.01178092504,-27.518170978352,153.847097349387,1110.59698217047
1261,D2162,ORSOVA ROAD POCKET PARK (ROAD RESERVE),B-RE-0213,,ORSOVA ROAD,YERONGA,4104,153.005341722882,-27.5062102755774,171.735217802096,1420.77130565225
1262,D2163,PAUL CONTI PARK,B-RE-0212,39,RAGNOR ROAD,HEMMANT,4174,153.127743085489,-27.4508207689645,1214.25250496571,58324.1528560182
1263,D2164,NADINE STREET PARK,B-RE-0211,115,NADINE STREET,GRACEVILLE,4075,152.991535171236,-27.5230800164922,302.605774851414,5610.64259083557
1264,D2165,CAPE ARID PARK,B-RE-2722,17,CAPE ARID PARK WAY,FITZGIBBON,4018,153.024419842125,-27.3367668292385,324.495625674949,4690.58636850483
1265,D2166,ASHRIDGE ROAD PARK,B-RE-0210,148,MONIER ROAD,DARRA,4076,152.952774150831,-27.5597058671342,1938.98045490202,64798.0657915733
1266,D2167,BOWEN BRIDGE ROAD PARK EAST,B-RE-0209,67,BOWEN BRIDGE ROAD,BOWEN HILLS,4006,153.030169445127,-27.4445662757517,151.293422126325,943.285113852411
1267,D2168,WELLINGTON ROAD PARK WEST,B-RE-0208,260A,WELLINGTON ROAD,KANGAROO POINT,4169,153.041503182867,-27.4763740587375,122.929777280275,433.201582013269
1268,D2169,RIVERINA STREET PARK,B-RE-0207,47,RIVERINA STREET,CALAMVALE,4116,153.04846291128,-27.6147284724761,250.449246224533,3916.2115770577
1269,D2170,DANNENBERG STREET PARK,B-RE-0206,25,DANNENBERG STREET,CARSELDINE,4034,153.014956568786,-27.3359719245127,972.706166893546,33153.185994791
1270,D2171,SANCTUARY DRIVE PARK,B-RE-0205,62,SANCTUARY DRIVE,FOREST LAKE,4078,152.983374209193,-27.6354379178994,489.865707685624,9999.61518097688
1271,D2172,BOURNDA CLOSE PARK,B-RE-0003,28,BOURNDA CLOSE,PARKINSON,4115,153.02543873379,-27.6386590005567,164.125356323433,1390.91663843935
1272,D2173,IMLAY PLACE PARK,B-RE-0204,8,IMLAY PLACE,PARKINSON,4115,153.023244765258,-27.638808623406,226.483929008031,2880.32773834846
1273,D2174,BOONDALL WETLANDS WESTERN EXTENSION,B-RE-0285,225,STANWORTH ROAD,BOONDALL,4034,153.076367607406,-27.3515845724761,5876.59137284578,802233.377369727
1274,D2175,PROGRESS ROAD PARK,B-RE-0284,440,PROGRESS ROAD,WACOL,4076,152.940400665763,-27.5983152268846,1955.79607951504,112232.165928955
1275,D2176,FORT ROAD BUSHLAND,B-RE-0283,44,CLIVEDEN AVENUE,OXLEY,4075,152.967045207534,-27.5471441715557,1917.02275899878,108251.365083136
1276,D2177,DIANTHUS STREET PARK (SOUTH),B-RE-0282,23,DIANTHUS STREET,WAKERLEY,4154,153.152459845565,-27.4894425087582,710.859630068101,11154.1024496061
1277,D2178,KIMBERLY PARK,B-RE-2723,16,NOOSA STREET,FITZGIBBON,4018,153.025758650531,-27.3386346875916,333.194037861924,4330.05255483857
1278,D2179,REDGUM PLACE PARK,B-RE-0281,49,REDGUM PLACE,GAYTHORNE,4051,152.982653903438,-27.4124805629112,597.568735767718,14837.0720019755
1279,D2180,KILKIVAN AVENUE PARK (NORTH),B-RE-0280,148,KILKIVAN AVENUE,BROOKFIELD,4069,152.926828884132,-27.5138465760337,823.140765204785,18159.8699080333
1280,D2181,FIGTREE PLACE PARK,B-RE-0279,17,FIGTREE PLACE,WAKERLEY,4154,153.151453607122,-27.4846098790199,269.902830670954,3999.53358208764
1281,D2182,STROWE PLACE PARK,B-RE-0278,35,STROWE PLACE,BRACKEN RIDGE,4017,153.044502133694,-27.3291499797237,922.936966745166,28733.3812375574
1282,D2183,RISE PLACE PARK,B-RE-0363,6,RISE PLACE,MOGGILL,4070,152.874563952665,-27.5673552743296,403.257309435278,8477.81355881239
1283,D2184,BARRINGTON CRESCENT PARK,B-RE-0362,11,BARRINGTON CRESCENT,WAKERLEY,4154,153.156219498629,-27.4865638763584,212.29390593624,2038.26615203762
1284,D2185,CORBYN STREET PARK,B-RE-0361,449,TUFNELL ROAD,BANYO,4014,153.084143492419,-27.385895259376,771.487795529225,5209.34251777574
1285,D2186,PARKINSON AQUATIC CENTRE PARK,B-RE-0360,751,ALGESTER ROAD,PARKINSON,4115,153.038550481967,-27.6397920806601,471.380891577236,13379.9911996623
1286,D2187,SERENITY COURT PARK,B-RE-0359,30,SERENITY COURT,MITCHELTON,4053,152.966462513626,-27.423215500687,625.586055419981,13995.1798584804
1287,D2188,LYREBIRD CLOSE PARK,B-RE-0358,12,LYREBIRD CLOSE,TAIGUM,4018,153.049502185222,-27.3389225790927,202.814272846831,2249.68481385769
1288,D2189,KURINGGAI PARK,B-RE-2724,14,MOUNT KAPUTAR AVENUE,FITZGIBBON,4018,153.026597973689,-27.3406255293869,251.26436413765,3159.20983994815
1289,D2190,BRUSH BOX PLACE PARK,B-RE-0357,21,BRUSH BOX PLACE,HEATHWOOD,4110,152.993500568469,-27.6322161677752,1080.7949792169,26439.2761444729
1290,D2191,LAURENCE ST POCKET PARK (ROAD RESERVE),B-RE-0356,,LAURENCE STREET,ST LUCIA,4067,153.003013181216,-27.4926262136935,86.9265128022915,452.576194181364
1291,D2192,MORSE ST PARK,B-RE-0355,7,MORSE STREET,NEWSTEAD,4006,153.040558654055,-27.4551193557705,100.537833485556,404.467484943651
1292,D2193,DAINTREE PARK,B-RE-2725,66,DIAMANTINA CRESCENT,FITZGIBBON,4018,153.029935708602,-27.3411239109868,203.837869667375,2329.3871331832
1293,D2194,ELLEN GROVE DISTRICT SPORTS PARK,B-RE-0354,10,CORIANDER PLACE,ELLEN GROVE,4078,152.955834427408,-27.6125502733437,964.640483518031,55003.998219342
1294,D2195,KURANDA PARK,B-RE-2726,98,CARSELGROVE AVENUE,FITZGIBBON,4018,153.027907940511,-27.3420392904487,119.568028440798,945.817981243573
1295,D2196,BYRNE'S PADDOCK PARK,B-RE-2739,21,FEDERATION STREET,WINDSOR,4030,153.031750630851,-27.4408690655496,540.675116668963,12914.0911208119
1296,D2197,BUKULLA STREET NORTH PARK,B-RE-2743,72,BUKULLA STREET,WACOL,4077,152.938426201822,-27.5882492448197,1465.24034865723,103575.392249132
1297,D2198,COULSON STREET PARK,B-RE-2744,183,COULSON STREET,WACOL,4076,152.942781696568,-27.6032175428714,877.296829346411,35038.1904033661
1298,D2199,BUNYAPA PARK,B-RE-2746,68,VULTURE STREET,WEST END,4101,153.011148673952,-27.4806020149889,123.312974858909,948.548965192119
1299,D2200,SCRUBBY CREEK RECREATION RESERVE,B-RE-2749,50,HASHIM PLACE,KARAWATHA,4117,153.07407034034,-27.648403957882,2535.59335821162,268521.777156128
1300,D2201,BOGGO ROAD GAOL PARK,B-RE-2763,150,ANNERLEY ROAD,DUTTON PARK,4102,153.028466597859,-27.4957567681605,243.040241275383,3503.00971229016
1301,D2202,ELMES ROAD PARK,B-RE-2764,1372,IPSWICH ROAD,ROCKLEA,4106,153.0108129575,-27.545879311786,233.135825036896,2265.67982442814
1302,D2203,ROTARY PARK,B-RE-2765,47,STAPYLTON ROAD,HEATHWOOD,4110,152.986565944307,-27.6322403281089,342.276839714329,7169.82027268257
1303,D2204,GRINDLE ROAD PARK,B-RE-2766,221,GRINDLE ROAD,WACOL,4076,152.907539838368,-27.5747014035765,1670.32454418786,175606.667235456
1304,D2205,EVERETT STREET PARK,B-RE-2767,32,EVERETT STREET,UPPER MOUNT GRAVATT,4122,153.087378714769,-27.5596112943462,179.028594919288,1644.78049206413
1305,D0599,RON WOOLLEY PLACE,B-RE-1653,81,TONES ROAD,MANSFIELD,4122,153.110849164448,-27.5298741091609,2701.36018289212,241236.203929841
1306,D0600,YANDINA PICNIC GROUND PARK,B-RE-1652,279,WECKER ROAD,MANSFIELD,4122,153.111909876797,-27.537440782085,1674.94524752874,106951.792638452
1307,D0601,OATESON SKYLINE DRIVE PARK,B-RE-1651,113,DARCY ROAD,SEVEN HILLS,4170,153.074482874,-27.4823506829999,2093.05464529805,16265.2424239101
1308,D0602,CAPALABA RECREATION RESERVE,B-RE-1650,29,CAMROSE STREET,CHANDLER,4155,153.18727690052,-27.5182332303883,442.563555454862,9342.36662728674
1309,D0603,LEICESTER STREET PARK,B-RE-1649,114,LEICESTER STREET,COORPAROO,4151,153.067058830682,-27.4968384984733,413.072773115789,5439.58547008902
1310,D0605,GLADSTONE STREET PARK (NO. 63-67),B-RE-1648,67,GLADSTONE STREET,COORPAROO,4151,153.053152898634,-27.4922323269736,145.357549509954,696.295767765977
1311,D0606,WOOD AVENUE PARK,B-RE-1647,191,WOOD AVENUE,CANNON HILL,4170,153.105110788609,-27.4813641781067,4254.92683721427,579247.411228378
1312,D0607,NATHAN ROAD PARK,B-RE-0018,106,NATHAN ROAD,RUNCORN,4113,153.069834419149,-27.5876303922312,1376.68819845771,49007.3433408084
1313,D0608,BONEMILL ROAD PARK,B-RE-1646,200,DAW ROAD,RUNCORN,4113,153.075057274701,-27.5886647737854,996.782647161656,39802.8433283835
1314,D0609,FORBES PARK,B-RE-1645,4,ILEX STREET,INALA,4077,152.969213507012,-27.5863470152279,398.777576850341,9882.14103228012
1315,D0610,PICABEEN PARK,B-RE-1644,18A,HOBEN STREET,MITCHELTON,4053,152.972470418358,-27.4136222158573,772.953205479542,12512.2922902504
1316,D0611,UNIVERSITY ROAD PARK (NO. 55 & 59),B-RE-1643,59,UNIVERSITY ROAD,MITCHELTON,4053,152.973587762061,-27.4100291507027,137.6082613541,972.51638560901
1317,D0612,BELLEVUE AVENUE PARK,B-RE-1642,147,BELLEVUE AVENUE,GAYTHORNE,4051,152.984326388679,-27.4103195785468,1489.10494102662,29715.4292186857
1318,D1376,CHELSEA ROAD PARK (NO. 399-551),B-RE-2285,439,CHELSEA ROAD,RANSOME,4154,153.184958961936,-27.4826765297344,3292.30523113238,533430.21123924
1319,D1377,BIELBY ROAD PARK,B-RE-2284,373,BIELBY ROAD,KENMORE HILLS,4069,152.935144525686,-27.4896467207239,1186.75957926603,65935.7225062462
